headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,realtor,〈C〉不動産業者,/ˈriːəltɔːr/,34984,I contacted a realtor to help me find a new house.,新しい家を探すために不動産業者に連絡しました。,1628154
,,,remodel,"【動/他】を作り直す, を改造する / ...の型を直す",/rɪˈmɑːd(ə)l/,35565,I am planning to remodel my kitchen next month.,来月、私はキッチンを改装する予定です。,3003705
,,,sightsee,"【動/自】観光旅行をする；見物する / 《動名詞で》観光, 見物",/saɪtsiː/,38895,I love to sightsee and explore new places.,私は観光したり新しい場所を探検するのが好きです。,3004558
,,,bookcase,本箱・書だな,/ˈbʊk.keɪs/,4781,I bought a new bookcase for my study room.,私は自分の書斎用に新しい本箱を買いました。,2996888
,,,ice cream,アイスクリーム,/aɪs kriːm/,20872,I like to have ice cream after dinner.,私は夕食後にアイスクリームを食べるのが好きです。,1623461
,,,midnight,"真夜中,夜の12時  / 真夜中の,真夜中に起こる  / 真夜中のような,まっ暗の",/ˈmɪdnaɪt/,26743,I stayed up until midnight last night.,昨夜は真夜中まで起きていました。,3001438
,,,postcard,郵便はがき  / (また《文》picture postcard)絵はがき,/'poʊstkɑːrd/,32781,I sent a postcard to my friend while on vacation.,バカンス中に友達に郵便はがきを送りました。,3002993
,,,showroom,(商品の)陳列室,/ˈʃoʊˌrum/,38741,I visited the showroom to see the new collection.,新しいコレクションを見るために陳列室を訪れました。,3004523
,,,applicable,"《...に》 適用できる, 応用できる《to ...》",/əˈplɪkəbəl/,1940,This rule is not applicable to our current situation.,この規則は我々の現状には適用できません。,2996163
,,,bye,【名/C】《クリケット》バイ(打者が打たない球が守備者を通り越した場合の得点)  / 《ゴルフ》(マッチプレーの後で)残ったホール / (トーナメントで)不戦勝者,/baɪ/,5768,Goodbye! See you later.,さようなら！またね。,1641277
,,,authority,"〈U〉(地位の持つ,また職能上与えられた)権威,権力,権限,権能  / 〈C〉権力者,権限者;《複数形で》当局,その筋,官庁  / 〈C〉(情報・助言などの)信頼すべき筋,信頼できる根拠;典拠  / 〈C〉(その道の)大家,権威(expert)《+on+名》",/əˈθɔːrəti/,2708,The mayor has the authority to make decisions for the city.,市長には市の決定を下す権限があります。,2996398
,,,auditor,"【名/C】会計検査官,監査役 / 《米》(大学で単位を取らない)聴講生 / 聞き手,傍聴人",/ɔːˈdɪtər/,2640,The auditor reviewed the company's financial statements.,監査人は会社の財務諸表を審査しました。,1635756
,,,consecutive,"連続した, 引き続く / (論理的に)一貫性のある",/kənˈsɛkjətɪv/,9047,He watched three consecutive movies at the theater.,彼は映画館で連続して3本の映画を観ました。,3009802
,,,disagreement,〈U〉不一致、不調和,/dɪsəˈɡriːmənt/,12024,The disagreement between the union and management could lead to a strike.,労働側と経営側の意見不一致はストライキに行きつくかもしれない。,3353
,,,download,"〈他〉をダウンロードする,取り込む",/ˈdaʊnloʊd/,48368,You can download the file from the website.,ウェブサイトからファイルをダウンロードすることができます。,3007023
,,,dispatch,"【動/他】《…へ》〈電報・手紙など〉を送る《to ...》 / 〈使者・軍隊など〉を特派する / 【名/U】急送, 特派 / 【名/C】ニュース特報 / 急送公文書",/dɪˈspætʃ/,12272,The company will dispatch a team of experts to handle the situation.,会社は状況を処理するために専門家チームを派遣します。,2997706
,,,overtime,〈U〉超過勤務（時間） / 超過勤務手当 / 延長（時間）,/ˈoʊvərˌtaɪm/,30177,He put in ten hours of overtime this week.,彼は今週１０時間残業した。,32808
,,,permanently,"永久に,不変に",/pərˈmænəntli/,31371,He decided to permanently move to another country.,彼は永久に別の国に移ることを決めた。,1644534
,,,puzzle,"〈他〉の頭を悩ませる,を困らせる / 〈自〉頭を悩ませる,考え込む",/ˈpʌzəl/,34225,His behavior puzzled me.,彼の行動に私は、困惑した。,42937
,,,simplify,単純化する,/sɪm.plɪ.faɪ/,38996,We need to simplify the process.,私たちはプロセスを簡単にする必要があります。,1664815
,,,tag,"【名/C】(名前・番号・定価などを記した) 札, 下げ札 / 【動/他】...に下げ札をつける / 《...に》...をつける《on, to ...》/ 〈人〉に《…の》レッテルをはる《as ...》 / 【動/自】《...の》すぐ後について行く《after, behind ...》",/tæɡ/,42381,I always tag my photos on social media.,私はいつもソーシャルメディアで写真にタグを付けます。,3005483
,,,reception,"〈C〉《...を》受け取ること, 《...の》受け入れ《of ...》 / 待遇 / 歓迎会 / 〈U〉(ラジオ・テレビなどの) 受信",/rɪˈsɛpʃən/,35070,I went to the reception to check in.,チェックインするために受付に行きました。,3003547
,,,refreshment,"〈U〉元気回復 / 〈C〉元気を回復させるもの / 〈U〉(ばく然と)飲食物 / 《複数形で》軽い飲食物,軽食",/rɪˈfrɛʃmənt/,35354,I need some refreshment after a long day at work.,仕事の長い一日の後、リフレッシュが必要です。,1640574
,,,proficiency,"〈U〉《知識・技術の》熟練, 熟達《in, at ...》",/prəˈfɪʃənsi/,33541,She has a high level of proficiency in English.,彼女は英語の能力が高いです。,1645251
,,,merit,"【名/U】価値, 優秀さ【名/C】功績, 美点【動/他】に値する",/'mɛrɪt/,26496,One of the merits of studying abroad is the opportunity to learn a new language.,留学のメリットの一つは新しい言語を学ぶ機会です。,3001376
,,,ward,〈C〉病棟 / (行政区画の) 区,/wɔrd/,46672,I live in the ward.,私は区に住んでいます。,3006551
,,,prospective,"未来の,将来の / 予想される,見込みのある",/prəˈspɛktɪv/,33740,She has a prospective job offer.,彼女は先の仕事のオファーを受けている。,3003249
,,,reproduce,"〈他〉を再現する / を複製する, を複写する / を繁殖させる / 〈自〉(動植物が)繁殖する / 複製できる",/ˌriː.prəˈduːs/,35708,Scientists are trying to reproduce the experiment to confirm the results.,科学者たちは結果を確認するために実験を再現しようとしています。,3003757
,,,recruitment,"〈U〉新規募集 / 新兵徴募, 新会員募集",/rɪˈkruːtmənt/,35180,Our company is currently recruiting new employees.,私たちの会社は現在、新しい社員を募集しています。,1645783
,,,transmit,"伝わる / を送る, を伝える",/trænzˈmɪt/,44036,The radio waves transmit information from one device to another.,無線波は情報を一つの機器から別の機器に伝えます。,3005917
,,,paperwork,"〈U〉書類仕事,文書仕事 / (契約・訴訟などの) 必要書類",/'peɪpərwɜrk/,30552,I need to finish my paperwork before the deadline.,締め切り前に書類を仕上げる必要があります。,1664571
,,,physics,〈U〉物理学,/fɪˈzɪksɪz/,31748,I studied physics in college.,私は大学で物理学を勉強しました。,3002752
,,,afterward,"あとで, あとに / 以後, その後",/ˈæftərwərd/,784,I will clean the house afterward.,私はあとで家を掃除します。,2995854
,,,commerce,"〈U〉《...との》 商業, 通商, 貿易 《with ...》",/ˈkɒmɜːs/,8512,E-commerce has revolutionized the way we shop.,Eコマースは私たちの買い物の仕方を革命化しました。,3009668
,,,withdrawal,"〈U〉引っ込めること,引っ込むこと / 《...から》退くこと,撤退《from ...》 / 《...から》 脱退 《from ...》 / (預金の)引き出し, 引き出し額 / 取り消し,撤回",/wɪðˈdrɔəl/,47651,The country announced a complete withdrawal of its troops from the region.,その国はその地域からの完全な軍隊の撤退を発表しました。,6535964
,,,harmful,有害な,/'hɑːrmfəl/,19293,Exposure to harmful chemicals can have serious health effects.,有害な化学物質にさらされると、重篤な健康影響が出る可能性があります。,2999519
,,,bulletin,"〈C〉公報 / (学会の)会報,紀要",/'bʊlɪtɪn/,5532,I read the bulletin every morning to stay updated.,毎朝、最新情報を知るために掲示板を読みます。,3009096
,,,caller,"〈C〉訪問客, 来訪者 / 呼ぶ人, 呼ぶもの / (スクエアダンスで)ステップを大声で指示する人",/'kɔlər/,6009,The caller asked for the manager.,電話をかけた人はマネージャーを求めました。,3009207
,,,cargo,"〈U〉(船・飛行機の) 積荷, 貨物",/'kɑːrɡoʊ/,6401,The cargo ship arrived at the port.,貨物船が港に到着しました。,3009269
,,,memorandum,"〈C〉メモ,覚え書き / (会社内などの)連絡メモ,回覧 / (契約・取引きなどの条件の)要約,摘要書 / (会社の)定款",/mɛməˈrændəm/,26391,I need to write a memorandum for the meeting tomorrow.,明日の会議のためにメモを書かなければなりません。,1628456
,,,workshop,"〈C〉仕事場,工作場  /《米》(セミナー形式の)研究会,討論会",/'wɜːrkʃɒp/,47853,My father spends most of his time in his workshop.,私の父は彼の仕事場でほとんどの時間を過ごします。,1628618
,,,distribution,"〈U〉《...への》配分, 配布《to ...》 / 〈C〉配分されたもの, 配給品 / 〈U〉（商品の）流通組織",/dɪstrɪˈbjuːʃən/,12406,The distribution of goods is an important aspect of the supply chain.,商品の流通はサプライチェーンの重要な側面です。,2997739
,,,destination,"〈C〉(旅行・航海などの) 目的地, 行き先 / (物の) 送付先, 到着地",/dɛstɪˈneɪʃən/,11592,What's the destination of this ship?,この船の目的地はどこですか。,132500
,,,mower,〈C〉(人が乗って動かす)草刈り機 / 芝刈り機 / 草(穀物)を刈る人,/ˈmoʊ.ər/,27731,The mower is in the shed.,芝刈り機は納屋にあります。,1628800
,,,feedback,〈U〉フィードバック / 《話》《…についての》反応《about ...》,/ˈfiːdbæk/,15438,I appreciate your feedback on the project.,プロジェクトに対するフィードバックをいただけると幸いです。,2998548
,,,subsidize,...に補助金を与える / に奨励金を与える / …の協力を得る / …を買収する,/səbˈsaɪ.daɪz/,41547,The government decided to subsidize the new renewable energy project.,政府は新しい再生可能エネルギープロジェクトを補助することを決定しました。,1628485
,,,oblige,"〈人〉に義務を負わせる, に強制する / に親切にする, の願いを叶える",/əˈblaɪdʒ/,29180,I am obliged to help my friend move to a new apartment.,私は友人が新しいアパートに引っ越すのを手伝わなければならない義務があります。,3002091
,,,inventory,"〈C〉(商品・財産などの)目録 / 在庫品 / 〈U〉在庫品調べ / 【動/他】(財産・商品など) の目録を作る,の品調べをする",/ˈɪnvəntəri/,22454,I need to check the inventory before [[placing the order.]],注文する前に在庫を確認する必要があります。,1628210
,,,irritate,"を怒らせる, をいらだたせる / を刺激する / に炎症を起こす / いらいらする",/ˈɪrɪteɪt/,22639,The answer irritated me.,その返事は私をいらいらさせた。,118660
,,,rental,"〈C〉賃貸料,地代,家賃 / 〈U〉《...を》借りること, 貸すこと《of ...》 / 《米》賃貸するもの",/ˈrɛntəl/,35615,I need to return my rental car by tomorrow.,明日までにレンタカーを返さなければなりません。,1650439
,,,absorb,【動/他】を吸収する / 〈心・注意・時間〉をすっかり奪う,/əbˈsɔːrb/,197,Plants absorb sunlight to perform photosynthesis.,植物は光合成を行うために太陽光を吸収します。,2995643
,,,accent,"〈C〉〈U〉アクセント,強勢;アクセント記号  / 〈C〉(言葉の)なまり  / 《複数形で》口調,音調(tone)  / 〈C〉〈U〉強調,重視",/ˈæksənt/,256,She speaks English with a foreign accent.,彼女は外国なまりのある英語を話す。,16537
,,,accessory,"〈C〉《通例複数形で》《...への》付属品, アクセサリー 《for ...》 / (法律用語で) 従犯者,犯人隠匿者",/əkˈsɛsəri/,271,The shop sells expensive accessories for women.,その店では女性用の高価なアクセサリーを売っている。,119491
,,,accurately,"【副】正確に,精密に",/ˈækjərətli/,330,He accurately described what happened there.,彼はそこで起きたことを正確に描写した。,38862
,,,adhere,粘着する/固執する/守る,/ədˈhɪər/,507,It is important to adhere to the rules and regulations.,規則と規制を守ることが重要です。,2995371
,,,administer,"…'を'治める,管理運営する  / (…に対して)…'を'執行する,実行する(carry out)《+名+to+名》  / (…に)〈薬・手当て・援助など〉'を'与える《+名+to+名》  / (…に)〈一撃・非難・叱責など〉'を'与える,浴びせる《+名+to+名》  / (…に)寄与する,役立つ《+to+名》",/ədˈmɪnəstər/,541,The mayor will administer the city for the next four years.,市長は次の4年間、この都市を治めます。,2995774
,,,admission,"〈U〉《場所・学校・会などへ》入ることを許すこと《to ...》 / 《...への》 入場料 《to ...》 / 〈C〉(事実・誤りなどを)認めること,白状",/ədˈmɪʃən/,556,The museum offers free admission to students on weekends.,週末には、学生は無料でその博物館に入場できる。,2995787
,,,advisable,【形】 勧められる；得策の；賢明な,/ədˈvaɪzəbəl/,640,It is advisable to check the weather forecast before planning a picnic.,ピクニックを計画する前に天気予報を確認することが賢明です。,2995810
,,,alike,似ている；同様である,/əˈlaɪk/,1084,"Despite their differences, the two paintings are very much alike.",それらの違いにもかかわらず、その2つの絵は非常に似ています。,2995937
,,,alternate,"〈自〉〈両者が〉交替する, 《…と》交替する《with ...》 / 〈他〉…を交互にさせる, 互い違いにする",/ˈɔːltərnət/,1224,The traffic lights alternate between red and green.,信号は赤と緑が交互に変わります。,2995987
,,,ambitious,"大望を抱いた,野心のある,大志を抱いた  / (仕事・計画などが)野心的な,大がかりな;(悪い意味で)大げさな,高望みの",/æmˈbɪʃəs/,1293,He was ambitious of success in business.,彼は実業家として成功したいと熱望していた。,30412
,,,amuse,"〈他〉《...で》を楽しませる《with,by》",/əˈmjuːz/,1410,The clown's antics never fail to amuse the children.,道化師の道化は、子供たちを必ず楽しませます。,2996036
,,,annoy,"〈他〉を困らせる, を悩ませる, をいらいらさせる〈自〉やっかいである,悩みの種である",/əˈnɔɪ/,1625,It really annoys me when you don't clean up after yourself.,あなたが自分の後片付けをしないと、本当にイライラします。,2996058
,,,architect,"建築家,建築技師  / (特に長期にわたる作業計画・事業などの)創始者,創案者,計画者",/ˈɑːrkɪtɛkt/,2106,My brother is studying to become an architect.,私の兄は建築家になるために勉強しています。,2996203
,,,assignment,割り当てられた仕事,/əˈsaɪnmənt/,2404,When will your assignment be completed?,君の宿題はいつ終わりますか。,92217
,,,attendant,"【形】付き添いの, 付随する / 出席の / 【名/C】付き添い人 / 出席者 / 案内係, (ホテル・店などの)従業員",/əˈtɛndənt/,2575,The attendant nurse took care of the patient throughout the night.,付き添いの看護師は一晩中患者の世話をした。,2996348
,,,auditorium,"(教会・劇場などの)聴衆席,観客席  / (学校などの)講堂;(演劇などのための)公会堂",/ɔːdɪˈtɔːriəm/,2641,The auditorium was filled with an eager audience waiting for the play to start.,劇が始まるのを待つ熱心な観客で聴衆席はいっぱいだった。,2996369
,,,auto,《米話》=automobile,/ˈɔːtoʊ/,2716,I need to get my auto serviced this weekend.,今週末、私の自動車のメンテナンスをしなければなりません。,2996397
,,,balcony,"バルコニー,露台  / (劇場の)2階さじき",/'bæl.kə.ni/,3115,I enjoy drinking coffee on the balcony in the morning.,私は朝、バルコニーでコーヒーを飲むのが好きです。,2996499
,,,bankrupt,破産した / 欠いた,/'bæŋk.rʌpt/,3243,The company went bankrupt.,その会社は破産した。,123579
,,,born,"【形】生まれながらの,先天的な；生まれた；生じた",/bɔrn/,4860,She was born in a small town.,彼女は小さな町で生まれました。,3008916
,,,boardroom,"【名/C】重役会議室, 役員室 / 《The ~》 重役,理事 / 理事会",/bɔːrdruːm/,4599,The executives gathered in the boardroom to discuss the company's future plans.,役員たちは会社の将来計画について話し合うためにボードルームに集まった。,1641062
,,,bonus,"ボーナス,特別手当;特別配当金  / 桂品,おまけ  / 《話》思いがけない喜び[を与えるもの]",/'boʊnəs/,4757,I received a bonus for my hard work.,私は頑張った成果としてボーナスを受け取りました。,1641067
,,,bound,"【動/自】跳ね上がる, 跳ね返る / 〈心が〉おどる,わくわくする  / 【名/C】はずみ,はね返り / 跳躍",/baʊnd/,4935,The dog is bound by a leash.,犬はリードで繋がれています。,3008937
,,,bound,"【名/C】《複数形で》《…の》境界,境界線《of ...》 / 《複数形で》《…の》 限度,限界《of ...》 / 【動/他】《通例受動態で》〈国など〉と境を設する / 〈行動・欲望など〉を制限する",/baʊnd/,4936,The hiker reached the bound of the national park.,ハイカーは国立公園の境界線に到達しました。,3010191
,,,brainstorm,"(突然の一時的な)精神錯乱  / 《米話》ひらめき,突然浮かんだ名案 / アイデア出しのためのブレーンストーミング",/ˈbreɪnstɔrm/,5057,"During the brainstorming session, she had a temporary mental breakdown.",ブレインストーミングのセッション中、彼女は一時的な精神錯乱を起こしました。,3008968
,,,brake,"〈C〉ブレーキ, 制動機, 歯止め",/bɹeɪk/,5066,He stepped on the brake to stop the car.,彼は車を止めるためにブレーキを踏んだ。,3008969
,,,broker,"【名/C】仲介者 / 【動/他】(契約など) を取り決める, を仲介する / 【動/自】ブローカーとして働く",/'broʊkər/,5327,I hired a broker to help me buy a house.,私は仲介業者を雇って家を買うのを手伝ってもらいました。,3009038
,,,buffet,"【名/C】《米》食器だな / ビュッフェ(列車内や駅内のカウンター式の軽食堂) / 立食 / 立食台,模擬店",/ˈbʊfeɪ/,5482,I love going to the buffet and trying all the different types of food.,私はビュッフェに行って、さまざまな種類の食べ物を試すのが大好きです。,3009076
,,,buffet,"【名/C】(手・こぶしの)打撃 /  (風波・運命などに)もまれること,もて遊ばれること / 【動/他】(手・こぶしで)…を打つ /   (波・運命が)…をもむ,をもて遊ぶ",/'bʊfeɪ/,5481,I love going to the buffet and trying all the different types of food.,私はビュッフェに行って、さまざまな種類の食べ物を試すのが大好きです。,3009074
,,,calculation,"〈U〉〈C〉計算,見積もり,算定；予想,推定；意図,熟慮",/kæl.kjuˈleɪ.ʃən/,5956,I need to do some calculation for this project.,このプロジェクトのために計算をしなければなりません。,3009190
,,,certify,を証明する / を保証する / を確認する,/sərˈtɪfaɪ/,6913,The document needs to be certified before it can be submitted.,書類は提出する前に証明される必要があります。,3009411
,,,checkout,(セルフサービスの店の)精算所  / チェックアウト(泊り客がホテルの部屋をあけること;その時刻),/ˈtʃɛkaʊt/,7160,I went to the checkout to pay for my groceries.,私は精算所に行って食料品の支払いをしました。,1650471
,,,click,"(掛け金をかけたり,錠を回したりする時の)カチリという音  / カチリと鳴る物;掛け金",/klɪk/,7860,"If you enjoyed this, please give a click on the vote link!",お楽しみいただけましたら、ポチっと１票お願いいたします！,986
,,,clerk,"〈C〉(銀行・会社の)事務員 / (官庁の)書記 / 《米》店員, 売り子",/klɜːrk/,7851,The clerk helped me find the right size.,店員が私に適切なサイズを見つけるのを手伝ってくれました。,1628364
,,,colorful,"色彩に富んだ, はなやかな / (情景・場面などが)絵画的な,変化に富む",/ˈkʌlərfʊl/,8389,The garden is filled with colorful flowers.,庭は色彩に富んだ花でいっぱいです。,3009636
,,,comb,"〈C〉くし, コーム, 梳き道具",/kəʊm/,8421,This is a wooden comb.,これは木のくしです。,129815
,,,compensate,《…に対して》〈人〉に補償する《for ...》 / 〈損失など〉を償う / 《米》…に報酬(給与)を支払う / 《損失などを》償う《for ...》,/kɑm.pənˌseɪt/,8645,The company will compensate the employees for their overtime work.,会社は従業員に残業代を補償します。,3009696
,,,comprehension,"〈U〉理解,理解力 / 包含,包括,包容力",/kɑmprɪˈhɛnʃən/,8722,Reading comprehension is an important skill for academic success.,読解力は学業の成功に重要なスキルです。,3009727
,,,conductor,"(集団などの)指導者,案内者;(事業などの)管理者,経営者  / (オーケストラ・コーラスなどの)指揮者  / (電車・バスなどの)車掌;《おもに米》列車の  / (熱・電気・音などの)導体",/kənˈdʌktər/,8870,The conductor led the orchestra with great skill.,指揮者は大きな技術でオーケストラを指導しました。,2997004
,,,conference,"〈C〉会議,協議会  / 〈U〉〈C〉(…との)相談,協議《+with+名》  / 〈C〉(学校,スポーツクラブなどの)連盟",/ˈkɑnfərəns/,8890,I attended a conference last week.,先週、私は会議に出席しました。,3009773
,,,conform,"【動/自】従う【動/他】を従わせる, 適合させる; 一致させる",/kənˈfɔrm/,8926,It is important to conform to the rules and regulations of the company.,会社の規則や規制に従うことが重要です。,2997009
,,,congratulation,"《複数形で》(またcongrats)(…に対する)祝いの言葉,祝辞《+on+名》  / 〈U〉祝い,祝賀",/kənˌɡrætʃəˈleɪʃən/,8966,Congratulations on your promotion!,昇進おめでとう！,2997010
,,,congestion,"〈U〉(人・貨物などの)密集, 混雑, 渋滞 / 《医》 鬱血, 充血",/kənˈdʒɛs.tʃən/,8959,The city is experiencing heavy congestion due to the influx of tourists.,観光客の流入により、都市は混雑しています。,3009786
,,,confirmation,"(陳述・所信などの)確認;(情報などの)確証;(条約などの)承認《+of+名》;(…であるという)確証,確認《+that節》  / 堅信礼(幼年時代に洗礼を受けた人が成人してその信仰を堅めるために告白をして教会員となる儀式)",/kɑːn.fərˈmeɪ.ʃən/,8913,I need confirmation that the package has been delivered.,私は荷物が配達されたことを確認する必要があります。,1642170
,,,contestant,"争う人,競争相手,(競技会などの)出場者",/kənˈtɛstənt/,9197,The contestant gave a remarkable performance in the talent show.,その争う人は才能ショーで素晴らしいパフォーマンスを披露しました。,3009851
,,,contrary,"反対の / 逆の,意に反した / ひねくれた",/'kɒntrəri/,9256,Their proposition is contrary to ours.,彼らの提案は我々のと反対である。,24169
,,,convenience,"〈U〉都合のよいこと,便利,便宜・〈C〉便利なもの;好都合な事情;《複数形で》衣食住の便,便利な設備・《英》《文》=public convenience",/kənˈviːniəns/,9297,Convenience is important when choosing a place to live.,住む場所を選ぶ際には、便利さが重要です。,3009869
,,,conveniently,"都合よく,便利に",/kənˈviːniəntli/,9299,I live conveniently close to the grocery store.,私は都合よくスーパーマーケットの近くに住んでいます。,3009871
,,,convenient,便利な,/kənˈviːniənt/,9298,This app is very convenient for managing your schedule.,このアプリはスケジュール管理にとても便利です。,3009873
,,,cookie,クッキー(《英》 biscuit),/ˈkʊki/,9358,I bought some cookies for the party.,パーティーのためにクッキーを買った。,1624422
,,,cooperate,"〈他〉《Aと》《Bについて》協力する,共同する / 応じる《with A》 《on,in B(doing)》 / （状況などが）うまく運ぶ",/kəʊˈɒpəreɪt/,9380,We need to cooperate with each other to achieve our goals.,私たちは目標を達成するためにお互いに協力する必要があります。,3009892
,,,costly,高価な;費用のかかる  / 損害(犠牲)の多い,/'kɒstli/,9636,The designer handbag was too costly for me to afford.,私には手の届かないほどデザイナーハンドバッグは高価でした。,2997047
,,,costume,"〈U〉(ある時代・国民・地方などの特殊な)服装,身なり  / 〈C〉(特定の場合・季節のための)服装  / 〈U〉〈C〉(芝居・仮装舞踏会用などの)衣装  / …‘の'衣装を用意する,‘に'衣装をつけさせる",/'kɒstjuːm/,9637,She wore a beautiful costume for the Halloween party.,彼女はハロウィンパーティーのために美しい衣装を着ていました。,2997048
,,,counselor,"助言者,相談相手  / 《おもに米》弁護士(lawyer)",/ˈkaʊnsələr/,9698,The counselor provided guidance to the students.,助言者は学生たちに指導を提供しました。,1640422
,,,creativity,"〈U〉創造性, 独創性",/kɹiːˈeɪtɪvɪti/,9996,Creativity is the key to innovation.,創造性は革新の鍵です。,1628443
,,,cushion,"クッション,座ぶとん  / クッション状の物;(衝撃などを和らげるための)詰め物,まくら  / 玉突台のクッション",/ˈkʊʃən/,10475,I like to sit on a soft cushion while reading.,読書をする時は柔らかいクッションに座るのが好きです。,2997238
,,,deadline,最終期限;(新聞・雑誌などの)原稿〆切（締切）時間・最終期限,/ˈdɛdˌlaɪn/,10855,I need to submit my report before the deadline.,最終期限までにレポートを提出しなければなりません。,2997319
,,,dependable,信頼できる / 頼みになる,/dɪˈpɛndəbəl/,11422,He is a dependable friend who I can always rely on.,彼はいつも頼りになる信頼できる友達です。,2997473
,,,designate,"【動/他】を指摘する, を示す / 《...と》 (人・物)を呼ぶ, を称する 《as ...》 / (任務・官職・目的などに)...を指名する, を任命する / 【形】(まだ就任していないが,ある役職に) 任命された, 指名された",/dɪˈzɪɡ.neɪt/,11552,I will designate you as the team leader.,私はあなたをチームリーダーと指定します。,2997502
,,,diagnose,【動/他】（病気）を診断する,/ˈdaɪəɡnoʊz/,11740,The doctor was able to diagnose the patient's illness.,医者は患者の病気を診断することができました。,2997568
,,,disable,"《しばしば受動態で》…‘を'役に立たなくする,無力にする,動けなくする  / 《文》(…から)…‘を'失格させる,無能力にする《+名+from+名(doing)》",/dɪˈseɪbəl/,12011,They disable the security system.,彼らはセキュリティシステムを無効にします。,2997633
,,,disconnect,〈二者〉‘の'関係を絶つ;〈電話・電源など〉‘を'切る;(…から)…‘を'分離する《+名+from+名》,/dɪskəˈnɛkt/,12093,I decided to disconnect from social media for a while.,しばらくの間、ソーシャルメディアとの関係を絶つことに決めました。,1641780
,,,distract,"(…から)〈人〉‘の'注意(気持ち,関心)をそらす,〈注意・心など〉‘を'そらす《+名+from+名》  / 《しばしば受動態で》〈人〉‘の'心を乱す,‘を'まごつかせる,当惑させる《+名+with(by)+名》",/dɪˈstrækt/,12396,The loud noise distracted me from my work.,大きな音が私の仕事から注意をそらした。,2997735
,,,dive,"(…から水中などに)頭から飛び込む《+from(off)+名+into(in)+名》  / (…を取ろうと)潜る,潜水する《+down for+名》  / (…へ向かって)急降下する,急潜航する《+down toward+名》  / (…に)駆け込む,逃げ込む《+into+名》  / (…に)手を突っ込む《+in(into)+名》  / (仕事・問題などに)飛び込む《+in(into)+名》  / …‘を'急降下させる,急潜航させる",/daɪv/,12437,He decided to dive from the cliff into the deep blue sea.,彼は断崖から深い青い海に飛び込むことを決めた。,2997753
,,,dock,"〈U〉〈C〉波止場,埠頭 / (造船,修理用の) ドック, 船渠",/dɑk/,12513,The ship pulled into the dock to unload its cargo.,船は荷物を降ろすためにドックに入った。,1637813
,,,documentation,"【名/U/C】(証拠・証明になる) 公式文書, 証拠書類 / 文書調べ, 文書による証拠固め / 《コンピューター》 説明書, 手引書",/dɑkjəmɛnˈteɪʃən/,12531,The documentation for this software is comprehensive and easy to understand.,このソフトウェアのドキュメンテーションは包括的で理解しやすいです。,2997769
,,,drawback,"〈C〉《...の》障害,妨げ《to ...》 / 欠点, 短所 / 〈U/C〉払い戻し金",/ˈdrɔːbæk/,12897,One major drawback of living in a big city is the high cost of living.,大都市に住むことの大きな欠点は、生活費の高さです。,1625360
,,,downstairs,"階下の(にある),(特に)1階の(にある)",/ˈdaʊnˌsteərz/,12812,The meeting room is downstairs.,会議室は階下にあります。,97490
,,,duplicate,"〈C〉写し,複製",/djuːplɪkət/,13174,Be careful not to duplicate any files when you transfer them to the new folder.,新しいフォルダにファイルを移動する際に、重複しないように注意してください。,2997941
,,,duration,"〈U〉（時間の）持続,存続,継続；存続期間,持続時間",/djʊˈreɪʃən/,13183,The duration of the movie was two hours.,映画の時間は2時間でした。,1649915
,,,eager,"《補語にのみ用いて》熱望している,強く望んで  / 熱心な",/ˈiːɡər/,13276,She is eager to learn new things.,彼女は新しいことを学びたいと熱望しています。,2997967
,,,economical,"経済的な,徳用の,むだのない / 節約する,倹約家の",/ˌiː.kəˈnɒ.mɪ.kəl/,13400,This car is very economical.,この車はとても経済的です。,2998008
,,,economist,経済学者,/ɪˈkɒnəmɪst/,13403,The economist predicted a recession in the next quarter.,経済学者は次の四半期に景気後退を予測しました。,2998014
,,,electrical,"電気の,電気と関係のある / 電気を扱う,電気で動く,電動の / 電撃的な",/ɪˈlɛktrɪkəl/,13622,I need to call an electrician to fix the electrical problem in my house.,家の電気の問題を修理するために電気技師に電話しなければなりません。,2998068
,,,electrician,"電気技師,電気工",/ɪˌlɛkˈtrɪʃən/,13625,The electrician fixed the wiring in my house.,電気技師が私の家の配線を修理しました。,1662448
,,,elevator,"《米》エレベーター,昇降機(《英》lift)  / (揚げ下ろしの設備のある)穀物倉庫  / (飛行機の)昇降舵(だ)",/ˈɛlɪveɪtər/,13687,The elevator is out of order.,エレベーターが故障しています。,2998074
,,,eligible,"ふさわしい,適格である,資格がある",/ɛlɪdʒəbəl/,13701,She is eligible for the scholarship.,彼女は奨学金の対象となる。,2998078
,,,embed,埋め込む,/ɪmˈbɛd/,13765,The workers will embed the steel rods into the concrete.,労働者たちは鉄筋をコンクリートに埋め込む予定です。,1642289
,,,engagement,"〈C〉《...との》約束, 取り決め《with ...》 / 《...の》約束, 予約《for ...》 / 婚約",/ɪnˈɡeɪdʒmənt/,14012,The couple announced their engagement last night.,二人は昨夜婚約を発表した。,2998153
